,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
236,2021-12-31,ICAD.PA,EUR,2021-12-31,2021-12-31,2021,FY,1660900000,753200000,107900000,800600000,3500000,209900000,543300000,400100000,0.482027816,2021-12-31,2072000000,15537000000,17608900000,2286900000,6682700000,8969600000,8639300000,17608900000,529100000,-846000000,-226600000,1085700000,542300000,Icade,Mr. Olivier Wigniolle,33141577000,https://www.icade.fr,ILE-DE-FRANCE,Issy-les-Moulineaux,FR,"Immeuble Open, 27 rue Camille Desmoulins, Cs 10166",92130,Real Estate,EURONEXT,Paris,"As an investor and a developer, Icade is an integrated real estate player that designs innovative real estate products and services adapted to new urban lifestyles and habits. By placing corporate social responsibility and innovation at the core of its strategy, Icade is closely involved with stakeholders and users in the cities?local authorities and communities, companies and employees, institutions and associations¡¦ As an office and healthcare property investor (portfolio value of ¢æ11.6bn as of 06/30/2020 on a proportionate consolidation basis) and as a property developer (2019 economic revenues of nearly ¢æ1bn), Icade has been able to reinvent the real estate business and foster the emergence of tomorrow's greener, smarter and more responsible cities. Icade is a significant player in the Greater Paris area and major French cities. Icade is listed on Euronext Paris as a French Listed Real Estate Investment Company (soci?t? d'investissement immobilier cot?e, SIIC). Its leading shareholder is the Caisse des d?p?ts Group."
237,2020-12-31,ICAD.PA,EUR,2020-12-31,2020-12-31,2020,FY,1440200000,615800000,92000000,215100000,8400000,116900000,65600000,24200000,0.149354256,2020-12-31,2509200000,10308500000,12817700000,2461200000,6605100000,9066300000,3751400000,12817700000,650100000,-551300000,324800000,662000000,1085700000,Icade,Mr. Olivier Wigniolle,33141577000,https://www.icade.fr,ILE-DE-FRANCE,Issy-les-Moulineaux,FR,"Immeuble Open, 27 rue Camille Desmoulins, Cs 10166",92130,Real Estate,EURONEXT,Paris,"As an investor and a developer, Icade is an integrated real estate player that designs innovative real estate products and services adapted to new urban lifestyles and habits. By placing corporate social responsibility and innovation at the core of its strategy, Icade is closely involved with stakeholders and users in the cities?local authorities and communities, companies and employees, institutions and associations¡¦ As an office and healthcare property investor (portfolio value of ¢æ11.6bn as of 06/30/2020 on a proportionate consolidation basis) and as a property developer (2019 economic revenues of nearly ¢æ1bn), Icade has been able to reinvent the real estate business and foster the emergence of tomorrow's greener, smarter and more responsible cities. Icade is a significant player in the Greater Paris area and major French cities. Icade is listed on Euronext Paris as a French Listed Real Estate Investment Company (soci?t? d'investissement immobilier cot?e, SIIC). Its leading shareholder is the Caisse des d?p?ts Group."
238,2020-12-31,GET.PA,EUR,2020-12-31,2020-12-31,2020,FY,815923000,487657000,0,140253000,6092000,160362000,-121072000,-112704000,0.171894897,2020-12-31,767814000,7290576000,8058390000,319105000,6367575000,6686680000,1371710000,8058390000,369201000,-117563000,-136037000,524507000,628905000,Getlink SE,Mr. Jacques Gounon,33140980460,https://www.getlinkgroup.com,ILE-DE-FRANCE,Paris,FR,3 rue la Boetie,75008,Industrials,EURONEXT,Paris,"Getlink SE engages in the design, finance, construction, and operation of fixed link infrastructure and transport system. The company operates through three segments: Eurotunnel, Europorte, and ElecLink. The Eurotunnel segment operates three tunnels of a length of approximately 50 kilometres each under the English Channel, as well as two terminals at Folkestone in the United Kingdom and the Coquelles in France. It also provides passenger shuttle services for the transport of trucks, cars, motor homes, caravans, coaches, and motorcycles. In addition, this segment manages high-speed passenger trains and rail freights, as well as fixed equipment and related installations. The Europorte segment offers a range of integrated rail freight services, including national and international haulage, local services for secondary lines, individual junction management, infrastructure maintenance, and wagon loading and unloading services. The ElecLink segment engages in the construction and operation of a 1 gigawatt electricity interconnector between the United Kingdom and France. Getlink SE also engages in third-party retail, telecommunication cable, training activity, and property businesses, as well as the sale of travel insurance products. The company was formerly known as Groupe Eurotunnel S.E. and changed its name to Getlink SE in April 2018. Getlink SE was founded in 1986 and is headquartered in Paris, France."
239,2019-12-31,GET.PA,EUR,2019-12-31,2019-12-31,2019,FY,1085277000,525035000,0,412220000,12771000,166426000,156322000,158940000,0.379829297,2019-12-31,685216000,7346512000,8031728000,336661000,6056420000,6393081000,1638647000,8031728000,598547000,-246213000,-442149000,606532000,524507000,Getlink SE,Mr. Jacques Gounon,33140980460,https://www.getlinkgroup.com,ILE-DE-FRANCE,Paris,FR,3 rue la Boetie,75008,Industrials,EURONEXT,Paris,"Getlink SE engages in the design, finance, construction, and operation of fixed link infrastructure and transport system. The company operates through three segments: Eurotunnel, Europorte, and ElecLink. The Eurotunnel segment operates three tunnels of a length of approximately 50 kilometres each under the English Channel, as well as two terminals at Folkestone in the United Kingdom and the Coquelles in France. It also provides passenger shuttle services for the transport of trucks, cars, motor homes, caravans, coaches, and motorcycles. In addition, this segment manages high-speed passenger trains and rail freights, as well as fixed equipment and related installations. The Europorte segment offers a range of integrated rail freight services, including national and international haulage, local services for secondary lines, individual junction management, infrastructure maintenance, and wagon loading and unloading services. The ElecLink segment engages in the construction and operation of a 1 gigawatt electricity interconnector between the United Kingdom and France. Getlink SE also engages in third-party retail, telecommunication cable, training activity, and property businesses, as well as the sale of travel insurance products. The company was formerly known as Groupe Eurotunnel S.E. and changed its name to Getlink SE in April 2018. Getlink SE was founded in 1986 and is headquartered in Paris, France."
240,2020-12-31,ALIMO.PA,EUR,2020-12-31,2020-12-31,2020,FY,1041362,-57400,511480,229046,7804,882,545966,635505,0.219948491,2020-12-31,2060058,2038193,4098251,819676,1113881,1933557,2164694,4098251,77000,338000,-389000,32000,58000,Groupimo S.A.,Mr. Stephane Plaissy,33596757677,https://www.groupimo.fr,MARTINIQUE,Fort-de-France,FR,"Immeuble Trident, 12-14 avenue Louis Domergue",97200,Real Estate,EURONEXT,Paris,"Groupimo S.A. provides real estate services in France. It engages in the property administration, real estate intermediation, and real estate renovation activities; and rental management, co-ownership management, rental, tax exemption, insurance, funding, expertise/diagnostics, works/home staging/maintenance/concierge, and vacation rental activities, as well as management of the process of acquiring or selling a property. The company was founded in 2000 and is headquartered in Fort-de-France, France."
241,2019-12-31,ALIMO.PA,EUR,2019-12-31,2019-12-31,2019,FY,959332,-39773,511039,-49267,55852,1346,358099,438893,-0.051355527,2019-12-31,1517344,1965411,3482755,820223,1082757,1902980,1579775,3482755,1231000,-1375000,-160000,336000,32000,Groupimo S.A.,Mr. Stephane Plaissy,33596757677,https://www.groupimo.fr,MARTINIQUE,Fort-de-France,FR,"Immeuble Trident, 12-14 avenue Louis Domergue",97200,Real Estate,EURONEXT,Paris,"Groupimo S.A. provides real estate services in France. It engages in the property administration, real estate intermediation, and real estate renovation activities; and rental management, co-ownership management, rental, tax exemption, insurance, funding, expertise/diagnostics, works/home staging/maintenance/concierge, and vacation rental activities, as well as management of the process of acquiring or selling a property. The company was founded in 2000 and is headquartered in Fort-de-France, France."
242,2021-12-31,AM.PA,EUR,2021-12-31,2021-12-31,2021,FY,7246197000,4861685000,0,545069000,7499000,3943000,748168000,605392000,0.075221389,2021-12-31,12272124000,3943739000,16215863000,10725397000,189984000,10915381000,5300482000,16215863000,1662827000,-213636000,-159542000,2696283000,4022551000,Dassault Aviation Soci?t? anonyme,Mr. Eric Trappier,33153769300,https://www.dassault-aviation.com,ILE-DE-FRANCE,Paris,FR,Paris 8,75008,Industrials,EURONEXT,Paris,"Dassault Aviation Soci?t? anonyme designs and builds military aircraft, business jets, and space systems in France, the Americas, and internationally. It offers Rafale, a multirole fighter aircraft; nEUROn, an unmanned combat air vehicle; and Falcon aircraft for maritime surveillance, intelligence, and medical evacuation missions. The company operates a fleet of 2,100 Falcon jets and 1,000 fighter aircraft. In addition, it provides aviation maintenance and training services; repairs and maintains landing gears and flight controls; overhauls and repairs civil aviation equipment; leases and manages Falcon aircraft as part of public passenger transport activity; and designs, produces, and distributes simulation tools. The company was founded in 1916 and is headquartered in Paris, France. Dassault Aviation Soci?t? anonyme is a subsidiary of Groupe Industriel Marcel Dassault S.A."
243,2020-12-31,AM.PA,EUR,2020-12-31,2020-12-31,2020,FY,5491592000,4002911000,0,288206000,9771000,41744000,379661000,302759000,0.052481321,2020-12-31,10180722000,3530734000,13711456000,8925070000,226435000,9151505000,4559951000,13711456000,-565229000,-484690000,250637000,3532883000,2696283000,Dassault Aviation Soci?t? anonyme,Mr. Eric Trappier,33153769300,https://www.dassault-aviation.com,ILE-DE-FRANCE,Paris,FR,Paris 8,75008,Industrials,EURONEXT,Paris,"Dassault Aviation Soci?t? anonyme designs and builds military aircraft, business jets, and space systems in France, the Americas, and internationally. It offers Rafale, a multirole fighter aircraft; nEUROn, an unmanned combat air vehicle; and Falcon aircraft for maritime surveillance, intelligence, and medical evacuation missions. The company operates a fleet of 2,100 Falcon jets and 1,000 fighter aircraft. In addition, it provides aviation maintenance and training services; repairs and maintains landing gears and flight controls; overhauls and repairs civil aviation equipment; leases and manages Falcon aircraft as part of public passenger transport activity; and designs, produces, and distributes simulation tools. The company was founded in 1916 and is headquartered in Paris, France. Dassault Aviation Soci?t? anonyme is a subsidiary of Groupe Industriel Marcel Dassault S.A."
244,2020-12-31,ALTER.PA,EUR,2020-12-31,2020-12-31,2020,FY,10413296,5507776,0,-596168,21,67372,-614973,-231053,-0.057250653,2020-12-31,9251115,2974833,12225948,4003354,2974752,6978106,5247842,12225948,-1547496,-86093,-102381,5154927,3418957,Theradiag SA,Mr. Bertrand de Castelnau,33164621012,https://www.theradiag.com,ILE-DE-FRANCE,Croissy-Beaubourg,FR,"Cs 90136, MARNE LA VALLEE cedex 2",77435,Healthcare,EURONEXT,Paris,"Theradiag SA develops, manufactures, and markets in-vitro diagnostic products. It offers autoimmunity reagents; IMMUNO-TROL, a multi-parametric quality control tool; various instruments for autoimmunity and infectious diseases testing; SQA-V system, a semen analyzer; and V-Sperm for loading results, pictures, and videos of the samples into the computer. The company also provides instrumentation, including Theralis that integrates multiplex FIDIS immunofluorescence and ELISA; Theralis ?, a solution for medium sized laboratories; and FIDIS platform used in laboratory for analysis. In addition, it offers therapeutic drug monitoring services for treatment of chronic inflammatory diseases; and LISA tracker, a tool for monitoring of biotherapies, as well as Elisa and rapid tests for SARS-CoV 2 serology. The company was founded in 1986 and is based in Marne La Vallee, France."
245,2019-12-31,ALTER.PA,EUR,2019-12-31,2019-12-31,2019,FY,9637614,5027439,0,96036,12386,60585,66673,348909,0.009964707,2019-12-31,6354345,2408651,8762996,2063875,1303093,3366968,5396028,8762996,-2243916,-113308,3773371,3742621,5158769,Theradiag SA,Mr. Bertrand de Castelnau,33164621012,https://www.theradiag.com,ILE-DE-FRANCE,Croissy-Beaubourg,FR,"Cs 90136, MARNE LA VALLEE cedex 2",77435,Healthcare,EURONEXT,Paris,"Theradiag SA develops, manufactures, and markets in-vitro diagnostic products. It offers autoimmunity reagents; IMMUNO-TROL, a multi-parametric quality control tool; various instruments for autoimmunity and infectious diseases testing; SQA-V system, a semen analyzer; and V-Sperm for loading results, pictures, and videos of the samples into the computer. The company also provides instrumentation, including Theralis that integrates multiplex FIDIS immunofluorescence and ELISA; Theralis ?, a solution for medium sized laboratories; and FIDIS platform used in laboratory for analysis. In addition, it offers therapeutic drug monitoring services for treatment of chronic inflammatory diseases; and LISA tracker, a tool for monitoring of biotherapies, as well as Elisa and rapid tests for SARS-CoV 2 serology. The company was founded in 1986 and is based in Marne La Vallee, France."
246,2020-12-31,METEX.PA,EUR,2020-12-31,2020-12-31,2020,FY,50000,1712000,4132000,-10778000,184000,215000,-9725000,-8932000,-215.56,2020-12-31,25276000,53660000,78936000,13835000,16907000,30742000,48194000,78936000,-10570000,-11677000,13797000,26640000,18181000,METabolic EXplorer S.A.,Dr. Benjamin Gonzalez,33473334300,https://www.metabolic-explorer.com,AUVERGNE-RHONE-ALPES,Saint-Beauzire,FR,"Biopole Clermont-Limagne, 1, rue Emile Duclaux",63360,Basic Materials,EURONEXT,Paris,"METabolic EXplorer S.A. engages in the development and industrial of industrial fermentation processes as alternatives to petrochemical processes worldwide. Its products are used in animal nutrition and health, textiles, and polymers industries. The company was incorporated in 1999 and is based in Saint-Beauzire, France."
247,2019-12-31,METEX.PA,EUR,2019-12-31,2019-12-31,2019,FY,350000,0,4972000,-8376000,71000,99000,-8508000,-8245000,-23.93142857,2019-12-31,30575000,33043000,63618000,9652000,9881000,19533000,44085000,63618000,-7667000,-1730000,872000,35188000,26640000,METabolic EXplorer S.A.,Dr. Benjamin Gonzalez,33473334300,https://www.metabolic-explorer.com,AUVERGNE-RHONE-ALPES,Saint-Beauzire,FR,"Biopole Clermont-Limagne, 1, rue Emile Duclaux",63360,Basic Materials,EURONEXT,Paris,"METabolic EXplorer S.A. engages in the development and industrial of industrial fermentation processes as alternatives to petrochemical processes worldwide. Its products are used in animal nutrition and health, textiles, and polymers industries. The company was incorporated in 1999 and is based in Saint-Beauzire, France."
